"","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed"
"1","2020-01-01",0,0,0,0,0,0
"2","2020-01-02",0,0,0,0,0,0
"3","2020-01-03",0,0,0,0,0,0
"4","2020-01-04",14,14,0,0,0,0
"5","2020-01-05",14,0,0,0,0,0
"6","2020-01-06",26,12,0,0,0,0
"7","2020-01-07",26,0,0,0,0,0
"8","2020-01-08",30,4,4.286,0,0,0
"9","2020-01-09",35,5,4.999,0,0,0
"10","2020-01-10",35,0,4.999,0,0,0
"11","2020-01-11",40,5,3.717,0,0,0
"12","2020-01-12",209,169,27.858,4,4,0.572
"13","2020-01-13",213,4,26.714,4,0,0.572
"14","2020-01-14",238,25,30.285,4,0,0.572
"15","2020-01-15",238,0,29.713,4,0,0.572
"16","2020-01-16",238,0,29,4,0,0.572
"17","2020-01-17",242,16,30.573,8,4,1.144
"18","2020-01-18",258,16,32.859,8,0,1.144
"19","2020-01-19",566,308,52.716,12,4,1.144
"20","2020-01-20",883,317,97.43,16,4,1.716
"21","2020-01-21",1255,372,147.001,24,8,2.856
"22","2020-01-22",1847,592,231.572,68,44,9.144
"23","2020-01-23",2372,537,307.572,72,4,9.716
"24","2020-01-24",3476,1104,463.715,104,32,13.716
"25","2020-01-25",5368,1892,731.715,168,64,22.856
"26","2020-01-26",8156,2800,1086.999,224,56,30.284
"27","2020-01-27",11316,3160,1492.141,328,104,44.572
"28","2020-01-28",18416,7116,2454.573,524,196,71.428
"29","2020-01-29",24344,5933,3217.858,532,8,66.284
"30","2020-01-30",31371,7027,4147.431,684,152,87.428
"31","2020-01-31",39442,8071,5142.716,852,168,106.856
"32","2020-02-01",47890,8464,6079.002,1040,188,124.572
"33","2020-02-02",58312,10434,7171.431,1452,412,175.428
"34","2020-02-03",69660,11348,8341.859,1708,256,197.144
"35","2020-02-04",82682,13022,9185.571,1976,268,207.43
"36","2020-02-05",98422,15756,10586.716,2264,288,247.43
"37","2020-02-06",113296,14874,11707.144,2544,280,265.716
"38","2020-02-07",125921,12641,12359.858,2884,340,290.287
"39","2020-02-08",139539,13618,13099.001,3232,348,313.144
"40","2020-02-09",150187,10660,13129.43,3632,400,311.428
"41","2020-02-10",162167,11980,13219.716,4060,428,336
"42","2020-02-11",172105,9938,12779.431,4460,400,354.856
"43","2020-02-12",180248,8143,11693.429,4480,20,316.572
"44","2020-02-13",240929,60681,18237.287,5492,1012,421.144
"45","2020-02-14",257216,16287,18758.141,6100,608,459.428
"46","2020-02-15",267852,10648,18332.713,6678,578,492.286
"47","2020-02-16",276001,8149,17975.142,7094,416,494.573
"48","2020-02-17",284238,8249,17440.428,7486,392,489.43
"49","2020-02-18",291884,7646,17112.999,8042,556,511.716
"50","2020-02-19",299085,7201,16979.002,8494,452,573.43
"51","2020-02-20",300782,1697,8552.715,8986,492,499.145
"52","2020-02-21",304764,3982,6794.859,8999,13,414.144
"53","2020-02-22",308994,4230,5879.146,9827,828,449.858
"54","2020-02-23",312961,3967,5281.716,9853,26,394.144
"55","2020-02-24",315076,2115,4405.431,10482,629,428
"56","2020-02-25",318305,3237,3775.574,10798,316,393.715
"57","2020-02-26",321687,3382,3230.005,11053,255,365.571
"58","2020-02-27",326188,4501,3630.574,11208,155,317.428
"59","2020-02-28",331253,5081,3786.575,11429,221,347.144
"60","2020-02-29",339137,7884,4308.433,11685,256,265.43
"61","2020-03-01",346398,7261,4778.434,11909,224,293.716
"62","2020-03-02",354436,8058,5627.432,12174,265,241.716
"63","2020-03-03",362120,7684,6262.146,12465,291,238.143
"64","2020-03-04",371281,9161,7088.148,12850,385,256.715
"65","2020-03-05",383296,12025,8163.006,13225,375,288.144
"66","2020-03-06",396476,13185,9322.007,13696,471,323.86
"67","2020-03-07",410915,14439,10257.866,14180,484,356.429
"68","2020-03-08",429670,18771,11900.432,14638,458,389.856
"69","2020-03-09",449877,20223,13637.286,15598,960,489.146
"70","2020-03-10",473002,23129,15842.865,16584,986,588.429
"71","2020-03-11",497827,24837,18082.716,17900,1316,721.43
"72","2020-03-12",535602,37775,21765.58,19534,1634,901.292
"73","2020-03-13",582809,47207,26625.862,21268,1734,1081.716
"74","2020-03-14",636116,53323,32178.58,23542,2274,1337.432
"75","2020-03-15",698091,61975,38351.289,25599,2057,1565.86
"76","2020-03-16",759540,61449,44239.576,28996,3397,1914.003
"77","2020-03-17",835138,75598,51733.72,32573,3577,2284.148
"78","2020-03-18",925288,90150,61068.144,36798,4225,2699.72
"79","2020-03-19",1038032,112898,71795.434,42110,5312,3225.146
"80","2020-03-20",1170924,132896,84041.147,48158,6048,3841.432
"81","2020-03-21",1322967,152043,98144.156,55731,7573,4598.434
"82","2020-03-22",1488164,165197,112890.148,65241,9510,5663.147
"83","2020-03-23",1638293,150141,125560.432,74454,9213,6494.008
"84","2020-03-24",1819271,180978,140614.722,84641,10187,7438.291
"85","2020-03-25",2031387,212116,158038.434,97403,12762,8657.866
"86","2020-03-26",2264243,232856,175175.297,110842,13439,9818.865
"87","2020-03-27",2534528,270285,194802.284,126619,15777,11208.719
"88","2020-03-28",2832087,297559,215590.288,144672,18053,12705.86
"89","2020-03-29",3129128,297045,234425.714,163780,19108,14077.006
"90","2020-03-30",3384439,255311,249450.004,181784,18004,15332.863
"91","2020-03-31",3661734,277827,263203.424,202637,20853,16856.582
"92","2020-04-01",3966467,304733,276516.575,225851,23214,18349.723
"93","2020-04-02",4291421,324954,289673.431,250392,24541,19935.724
"94","2020-04-03",4626551,335130,298937.01,276755,26363,21448.007
"95","2020-04-04",4982805,356254,307322.005,311684,34929,23858.866
"96","2020-04-05",5329423,346618,314403.864,341081,29397,25328.719
"97","2020-04-06",5631557,302134,321092.862,367689,26608,26557.866
"98","2020-04-07",5920600,289043,322695.147,398554,30865,27988.153
"99","2020-04-08",6254954,334354,326926.714,432637,34107,29543.723
"100","2020-04-09",6602072,347118,330093.009,464139,31502,30538.719
"101","2020-04-10",6976826,374754,335753.574,501198,37059,32066.721
"102","2020-04-11",7350091,373265,338183.718,534787,33589,31875.292
"103","2020-04-12",7702837,352746,339059.158,567209,32422,32307.432
"104","2020-04-13",8012517,309680,340137.145,597748,30539,32869.014
"105","2020-04-14",8291004,278487,338629.151,626818,29070,32612.583
"106","2020-04-15",8593105,302217,334024.287,658302,31484,32237.864
"107","2020-04-16",8910788,317683,329833.142,695499,37197,33051.434
"108","2020-04-17",9247007,336219,324328.14,730170,34671,32710.293
"109","2020-04-18",9596923,349916,320992.568,768630,38460,33406.148
"110","2020-04-19",9944393,347470,320238.861,799801,31171,33227.435
"111","2020-04-20",10243887,299494,318783.719,826419,26618,32667.29
"112","2020-04-21",10541206,297319,321474,854062,27643,32463.438
"113","2020-04-22",10855987,314781,323268.864,883273,29211,32138.718
"114","2020-04-23",11175458,319471,323524.285,914125,30856,31232.285
"115","2020-04-24",11514191,338733,323883.434,943181,29056,30430.722
"116","2020-04-25",11915808,401617,331269.286,970695,27514,28867.005
"117","2020-04-26",12260547,344739,330879.147,998116,27421,28331.295
"118","2020-04-27",12587923,327376,334862.287,1022009,23893,27942.001
"119","2020-04-28",12875301,287378,333442.147,1045502,23502,27350.15
"120","2020-04-29",13167831,292530,330263.42,1070009,24507,26678.436
"121","2020-04-30",13486540,318709,330154.575,1097123,27114,26143.869
"122","2020-05-01",13821815,335275,329660.569,1124215,27092,25863.29
"123","2020-05-02",14183430,361615,323946.004,1150287,26072,25657.289
"124","2020-05-03",14543069,359639,326074.578,1176848,26561,25534.435
"125","2020-05-04",14866649,323580,325532.285,1198872,22028,25267.584
"126","2020-05-05",15185715,319066,330059.149,1220094,21222,24942.294
"127","2020-05-06",15500463,314748,333233.144,1241669,21575,24523.435
"128","2020-05-07",15842293,351674,336913.005,1269272,27603,24593.294
"129","2020-05-08",16207152,364859,342168.714,1295546,26274,24476.433
"130","2020-05-09",16576332,375100,343177.577,1321041,25495,24393.997
"131","2020-05-10",16947934,371602,345011.574,1343351,22310,23786.722
"132","2020-05-11",17298383,350449,349076.58,1365636,22285,23823.438
"133","2020-05-12",17596604,298421,346462.002,1385106,19470,23573.148
"134","2020-05-13",17923073,326469,348006.428,1404935,19829,23323.725
"135","2020-05-14",18275392,352399,347981.864,1427195,22260,22560.435
"136","2020-05-15",18625867,350515,346174.43,1449857,22666,22045.006
"137","2020-05-16",19039471,413604,351922.712,1474022,24165,21855.01
"138","2020-05-17",19436223,396752,355515.576,1496435,22413,21869.718
"139","2020-05-18",19825008,388785,360992.143,1516396,19961,21537.717
"140","2020-05-19",20146766,321758,364326.004,1533868,17472,21252.29
"141","2020-05-20",20525536,378770,371797.573,1552752,18884,21117.29
"142","2020-05-21",20944916,419380,381366.284,1574712,21960,21074.436
"143","2020-05-22",21382972,438056,393872.139,1596062,21350,20886.432
"144","2020-05-23",21810786,427814,395902.144,1617040,20978,20431.145
"145","2020-05-24",22256026,445240,402829.001,1639685,22645,20464.293
"146","2020-05-25",22649984,393958,403568.006,1657395,17710,20142.724
"147","2020-05-26",23029621,379637,411836.433,1674860,17465,20141.722
"148","2020-05-27",23394705,365084,409881.281,1692687,17827,19990.722
"149","2020-05-28",23795126,400421,407172.866,1712140,19453,19632.577
"150","2020-05-29",24229576,434450,406657.717,1733480,21340,19631.15
"151","2020-05-30",24710102,480526,414188.003,1755541,22061,19785.86
"152","2020-05-31",25197156,487054,420161.441,1775862,20321,19453.862
"153","2020-06-01",25708159,511003,436882.149,1795022,19160,19660.999
"154","2020-06-02",26147216,439057,445370.72,1812364,17342,19643.433
"155","2020-06-03",26546764,399548,450294.152,1830351,17987,19666.29
"156","2020-06-04",27046626,499862,464500.001,1852338,21987,20028.288
"157","2020-06-05",27559045,512419,475638.43,1874888,22550,20201.141
"158","2020-06-06",28069679,510638,479940.148,1897601,22713,20294.289
"159","2020-06-07",28600301,530622,486164.15,1917816,20215,20279.152
"160","2020-06-08",29108006,507705,485693.003,1938296,20480,20467.721
"161","2020-06-09",29551430,443424,486316.861,1955111,16815,20392.434
"162","2020-06-10",29992168,440738,492201.144,1974116,19005,20537.863
"163","2020-06-11",30524099,531931,496782.432,1996034,21918,20528.006
"164","2020-06-12",31089694,565595,504379.002,2018441,22407,20507.576
"165","2020-06-13",31659994,570300,512902.144,2040778,22337,20453.86
"166","2020-06-14",32241383,581389,520154.581,2060541,19763,20389.291
"167","2020-06-15",32773170,531787,523594.865,2079585,19044,20184.148
"168","2020-06-16",33252375,479205,528706.429,2097579,17997,20352.581
"169","2020-06-17",33754591,502216,537489.002,2122755,25176,21234.575
"170","2020-06-18",34491355,736764,566750.862,2145259,22504,21318.292
"171","2020-06-19",35090478,599123,571540.575,2168371,23112,21419.008
"172","2020-06-20",35666743,576265,572392.711,2190728,22357,21421.866
"173","2020-06-21",36405047,738304,594809.142,2212007,21279,21638.44
"174","2020-06-22",37031161,626114,608284.434,2232527,20520,21849.29
"175","2020-06-23",37552140,520979,614252.151,2249373,16846,21684.86
"176","2020-06-24",38126307,574167,624530.861,2266997,17624,20606.001
"177","2020-06-25",38824216,697909,618980.146,2289330,22333,20581.575
"178","2020-06-26",39546378,722162,636557.146,2310973,21643,20371.719
"179","2020-06-27",40294438,748064,661099.713,2339492,28519,21251.999
"180","2020-06-28",41079270,784832,667746.716,2360134,20642,21161.008
"181","2020-06-29",41797254,717984,680870.997,2380259,20125,21104.582
"182","2020-06-30",42436125,638871,697712.714,2398140,17881,21252.431
"183","2020-07-01",43116957,680832,712950.572,2418002,19862,21572.144
"184","2020-07-02",43864383,747426,720024.426,2439461,21459,21447.291
"185","2020-07-03",44715920,851537,738506.574,2461191,21730,21459.721
"186","2020-07-04",45575580,859660,754448.858,2483727,22536,20605.005
"187","2020-07-05",46440186,864606,765845.14,2506787,23060,20950.426
"188","2020-07-06",47212754,772568,773642.861,2527987,21200,21104.005
"189","2020-07-07",47888132,675378,778858.143,2547132,19145,21284.575
"190","2020-07-08",48601856,713724,783556.996,2567583,20451,21368.719
"191","2020-07-09",49469800,867944,800773.868,2591705,24122,21749.141
"192","2020-07-10",50384830,915030,809844.293,2615501,23796,22044.284
"193","2020-07-11",51282087,897257,815215.292,2640041,24540,22330.573
"194","2020-07-12",52232042,949955,827408.002,2663393,23352,22372.287
"195","2020-07-13",53115060,883018,843186.57,2686493,23100,22643.723
"196","2020-07-14",53896016,780956,858269.145,2707671,21178,22934.147
"197","2020-07-15",54685291,789275,869062.148,2729287,21616,23100.568
"198","2020-07-16",55626303,941012,879500.431,2754720,25433,23287.859
"199","2020-07-17",56617381,991078,890364.435,2781032,26312,23647.291
"200","2020-07-18",57619649,1002268,905366.006,2811453,30421,24487.43
"201","2020-07-19",58618365,998716,912331.853,2836421,24968,24718.288
"202","2020-07-20",59553511,935146,919778.718,2860629,24208,24876.577
"203","2020-07-21",60381807,828296,926541.571,2883189,22560,25074.008
"204","2020-07-22",61234607,852800,935616.573,2905907,22718,25231.433
"205","2020-07-23",62246246,1011639,945706.144,2936785,30878,26009.291
"206","2020-07-24",63425771,1179525,972627.151,2963351,26566,26045.581
"207","2020-07-25",64568081,1142310,992633.15,2990705,27354,25607.435
"208","2020-07-26",65680363,1112282,1008856.859,3017305,26600,25840.577
"209","2020-07-27",66706137,1025774,1021803.718,3042516,25211,25983.859
"210","2020-07-28",67579983,873846,1028310.859,3065092,22576,25986.147
"211","2020-07-29",68509344,929361,1039248.145,3089465,24373,26222.578
"212","2020-07-30",69574189,1064845,1046849.005,3115525,26060,25534.293
"213","2020-07-31",70795316,1221127,1052792.138,3144499,28974,25878.288
"214","2020-08-01",71973127,1177811,1057863.715,3171596,27097,25841.572
"215","2020-08-02",73140040,1166913,1065668.134,3198134,26538,25832.724
"216","2020-08-03",74179532,1039492,1067627.852,3224719,26585,26029.011
"217","2020-08-04",75085360,905828,1072196.72,3248058,23339,26138.006
"218","2020-08-05",75982159,896799,1067545,3272112,24054,26092.433
"219","2020-08-06",77092000,1109841,1073973.004,3299999,27887,26353.435
"220","2020-08-07",78275722,1183722,1068629.432,3328938,28939,26348.436
"221","2020-08-08",79417901,1142179,1063539.149,3356046,27108,26350.01
"222","2020-08-09",80596986,1179085,1065277.997,3382303,26257,26309.863
"223","2020-08-10",81664732,1067746,1069314.283,3408495,26192,26253.713
"224","2020-08-11",82561328,896596,1067995.419,3431202,22707,26163.43
"225","2020-08-12",83505322,943994,1074737.571,3453881,22679,25967.006
"226","2020-08-13",84704757,1199435,1087536.716,3481614,27733,25945
"227","2020-08-14",85887484,1182727,1087394.571,3509578,27964,25805.716
"228","2020-08-15",87093251,1205767,1096478.569,3536494,26916,25778.285
"229","2020-08-16",88263692,1170441,1095243.713,3562462,25968,25736.998
"230","2020-08-17",89300275,1036583,1090791.861,3586193,23731,25385.43
"231","2020-08-18",90211956,911681,1092946.863,3608350,22157,25306.859
"232","2020-08-19",91165635,953679,1094330.424,3631345,22995,25351.998
"233","2020-08-20",92324546,1158911,1088541.291,3657942,26597,25189.717
"234","2020-08-21",93500493,1175947,1087572.719,3685476,27534,25128.289
"235","2020-08-22",94633478,1132985,1077175.287,3710887,25411,24913.294
"236","2020-08-23",95714503,1081025,1064401.57,3734752,23865,24612.861
"237","2020-08-24",96785075,1070572,1069257.15,3758705,23953,24644.575
"238","2020-08-25",97703657,918582,1070242.998,3779951,21258,24515.998
"239","2020-08-26",98666859,963202,1071603.433,3802260,22309,24418.146
"240","2020-08-27",99854636,1187777,1075727.145,3828597,26337,24381
"241","2020-08-28",101041969,1187333,1077353.723,3854683,26086,24174.142
"242","2020-08-29",102202235,1160266,1081251.006,3878513,23830,23948.295
"243","2020-08-30",103388835,1186600,1096333.149,3902094,23621,23910.148
"244","2020-08-31",104517838,1129003,1104680.434,3925449,23355,23828.004
"245","2020-09-01",105451102,933264,1106777.858,3945305,19856,23627.726
"246","2020-09-02",106581759,1130657,1130699.996,3966432,21127,23458.863
"247","2020-09-03",107775164,1193405,1131503.991,3991929,25497,23338.865
"248","2020-09-04",108988794,1213630,1135260.722,4017348,25419,23243.576
"249","2020-09-05",110194469,1205675,1141747.719,4040757,23409,23183.428
"250","2020-09-06",111510316,1315847,1160211.579,4063596,22839,23071.722
"251","2020-09-07",112622104,1144832,1161844.721,4100429,36833,24997.148
"252","2020-09-08",113595870,973766,1168258.865,4127757,27328,26064.58
"253","2020-09-09",114599668,1003798,1150136.151,4147168,19411,25819.432
"254","2020-09-10",115742018,1142350,1142842.575,4168042,20874,25159.004
"255","2020-09-11",116976289,1234271,1145791.285,4192290,24248,24991.714
"256","2020-09-12",118228794,1252505,1152481.291,4216421,24131,25094.86
"257","2020-09-13",119551187,1322393,1153416.432,4238514,22093,24988.289
"258","2020-09-14",120748747,1197560,1160949.007,4260147,21633,22816.86
"259","2020-09-15",121803637,1054890,1172538.144,4281065,20918,21901.147
"260","2020-09-16",122938461,1134824,1191256.151,4301470,20405,22043.148
"261","2020-09-17",124235529,1297068,1213358.72,4325592,24122,22507.147
"262","2020-09-18",125553960,1318431,1225381.578,4350932,25340,22663.15
"263","2020-09-19",126837599,1283639,1229829.285,4374333,23401,22558.864
"264","2020-09-20",128204978,1367379,1236255.862,4396382,22049,22552.578
"265","2020-09-21",129414960,1209982,1238030.431,4417337,20955,22455.718
"266","2020-09-22",130462967,1048007,1237047.149,4436667,19330,22228.865
"267","2020-09-23",131612292,1149325,1239118.718,4457047,20380,22225.29
"268","2020-09-24",132961573,1349281,1246577.717,4479782,22735,22027.15
"269","2020-09-25",134262309,1300736,1244049.868,4503778,23996,21835.151
"270","2020-09-26",135548644,1286335,1244435.005,4527660,23882,21903.863
"271","2020-09-27",136880524,1331880,1239363.716,4549691,22031,21901.293
"272","2020-09-28",138087473,1206949,1238930.431,4571123,21432,21969.429
"273","2020-09-29",139133646,1046173,1238668.425,4590142,19019,21925.003
"274","2020-09-30",140316190,1182544,1243413.997,4610285,20143,21891.146
"275","2020-10-01",141684815,1368625,1246177.433,4634577,24292,22113.579
"276","2020-10-02",143052734,1367919,1255774.992,4658880,24303,22157.43
"277","2020-10-03",144378276,1325542,1261376.001,4681204,22324,21934.863
"278","2020-10-04",145764282,1386006,1269108.287,4702956,21752,21895.006
"279","2020-10-05",147049947,1285665,1280353.424,4723314,20358,21741.583
"280","2020-10-06",148176237,1126290,1291798.713,4743155,19841,21859.01
"281","2020-10-07",149510682,1334465,1313500.436,4763566,20411,21897.292
"282","2020-10-08",151086975,1576297,1343167.862,4787586,24020,21858.434
"283","2020-10-09",152585833,1498858,1361874.005,4812959,25373,22011.294
"284","2020-10-10",154090023,1504190,1387395.292,4836245,23286,22148.722
"285","2020-10-11",155717015,1626992,1421821.855,4858151,21906,22170.722
"286","2020-10-12",157142698,1425683,1441824.291,4878188,20037,22124.861
"287","2020-10-13",158449459,1306761,1467606.004,4898411,20223,22179.43
"288","2020-10-14",159942544,1493085,1490266.575,4918795,20384,22175.58
"289","2020-10-15",161589927,1647383,1500421.717,4940244,21449,21808.291
"290","2020-10-16",163290763,1700840,1529275.432,4964763,24519,21686.293
"291","2020-10-17",164962992,1672229,1553281.862,4989679,24916,21919.148
"292","2020-10-18",166844706,1881714,1589670.718,5014503,24824,22336.011
"293","2020-10-19",168485639,1640933,1620420.719,5036136,21633,22564.007
"294","2020-10-20",170012207,1526568,1651821.725,5058095,21959,22812.007
"295","2020-10-21",171918080,1905873,1710791.428,5082949,24854,23450.575
"296","2020-10-22",174024144,2106064,1776317.284,5109756,26807,24216
"297","2020-10-23",176077255,2053111,1826641.717,5138574,28818,24830.147
"298","2020-10-24",178079336,2002081,1873763.426,5166527,27953,25264.004
"299","2020-10-25",180367914,2288578,1931886.855,5192432,25905,25418.435
"300","2020-10-26",182370033,2002119,1983484.854,5217807,25378,25951.15
"301","2020-10-27",184164651,1794618,2021777.709,5242832,25025,26391.444
"302","2020-10-28",186376529,2211878,2065492.713,5272110,29278,27023.438
"303","2020-10-29",188792473,2415944,2109761.285,5302149,30039,27485.146
"304","2020-10-30",191107366,2314893,2147158.719,5334003,31854,27918.864
"305","2020-10-31",193384332,2276966,2186428,5367293,33290,28681.299
"306","2020-11-01",195888319,2503987,2217200.714,5397352,30059,29274.717
"307","2020-11-02",198027742,2139423,2236815.577,5426324,28972,29788.148
"308","2020-11-03",200217807,2190065,2293307.993,5456301,29977,30495.576
"309","2020-11-04",202527694,2309887,2307309.286,5492150,35849,31434.292
"310","2020-11-05",205039854,2512160,2321054.425,5528116,35966,32281.012
"311","2020-11-06",207564521,2524667,2351022.142,5568763,40647,33537.153
"312","2020-11-07",210051720,2487199,2381055.431,5610460,41697,34738.152
"313","2020-11-08",212661656,2609936,2396191.002,5645821,35361,35495.575
"314","2020-11-09",214938708,2277052,2415852.295,5677761,31940,35919.583
"315","2020-11-10",216868308,1929600,2378643.007,5713009,35248,36672.579
"316","2020-11-11",219337883,2469575,2401455.58,5755337,42328,37598.147
"317","2020-11-12",222010065,2672182,2424315.862,5797374,42037,38465.431
"318","2020-11-13",224726711,2716646,2451741.429,5839411,42037,38664.002
"319","2020-11-14",227392496,2665785,2477253.725,5884983,45572,39217.575
"320","2020-11-15",230057228,2664732,2485081.721,5923964,38981,39734.714
"321","2020-11-16",232388104,2330876,2492770.86,5963554,39590,40827.571
"322","2020-11-17",234470198,2082094,2514555.712,6001351,37797,41191.722
"323","2020-11-18",236848237,2378039,2501479.146,6046014,44663,41525.286
"324","2020-11-19",239534084,2685847,2503431.292,6093576,47562,42314.579
"325","2020-11-20",242245313,2711229,2502657.43,6141726,48150,43187.861
"326","2020-11-21",244921654,2676341,2504165.431,6194044,52318,44151.578
"327","2020-11-22",247600144,2678490,2506130.859,6238075,44271,44907.285
"328","2020-11-23",249871819,2271675,2497673.571,6278285,40210,44995.861
"329","2020-11-24",251939860,2068041,2495666.003,6322368,44083,45893.86
"330","2020-11-25",254298471,2358611,2492890.572,6371989,49621,46602.149
"331","2020-11-26",256883137,2584666,2478436.143,6420786,48797,46778.577
"332","2020-11-27",259679772,2796635,2490637.003,6472156,51370,47238.581
"333","2020-11-28",262164577,2484805,2463274.725,6523914,51758,47158.572
"334","2020-11-29",264649708,2485131,2435652.002,6566425,42511,46907.149
"335","2020-11-30",266836385,2186677,2423509.436,6605473,39048,46741.145
"336","2020-12-01",268889507,2053122,2421378.15,6648982,43509,46659.147
"337","2020-12-02",271222115,2332608,2417663.426,6697676,48694,46526.721
"338","2020-12-03",273958779,2736664,2439377.426,6749199,51523,46916.141
"339","2020-12-04",276776556,2817777,2442397.708,6804292,55093,47448
"340","2020-12-05",279581048,2804492,2488067.29,6859823,55531,47987.003
"341","2020-12-06",282327642,2746594,2525419.141,6906293,46470,48552.578
"342","2020-12-07",284699424,2371782,2551862.718,6948759,42466,49040.86
"343","2020-12-08",286901714,2202290,2573172.437,6991033,42274,48864.434
"344","2020-12-09",289384727,2483013,2594658.861,7043019,51986,49334.711
"345","2020-12-10",292248284,2863557,2612786.43,7093878,50859,49239.864
"346","2020-12-11",295115919,2867635,2619909.012,7152352,58474,49722.863
"347","2020-12-12",297913234,2797315,2618883.725,7207689,55337,49695.151
"348","2020-12-13",300812111,2898877,2640638.437,7258062,50373,50252.721
"349","2020-12-14",303255826,2443715,2650914.577,7302006,43944,50463.857
"350","2020-12-15",305474651,2218825,2653276.713,7347530,45524,50928.147
"351","2020-12-16",308119394,2644743,2676381.01,7401593,54063,51224.856
"352","2020-12-17",310959388,2839994,2673014.859,7456956,55363,51868.293
"353","2020-12-18",314060381,3100993,2706351.71,7514266,57310,51702.005
"354","2020-12-19",317086078,3025697,2738977.716,7574415,60149,52389.436
"355","2020-12-20",319959259,2873181,2735306.865,7624543,50128,52354.438
"356","2020-12-21",322389351,2430092,2733360.712,7669765,45222,52537.001
"357","2020-12-22",324686316,2296965,2744523.568,7716145,46380,52659.284
"358","2020-12-23",327261529,2575213,2734590.716,7770882,54737,52755.579
"359","2020-12-24",330112989,2851460,2736228.713,7827864,56982,52986.864
"360","2020-12-25",332901580,2788591,2691599.859,7881206,53342,52420.004
"361","2020-12-26",335379871,2478291,2613398.991,7929209,48003,50684.861
"362","2020-12-27",337308085,1928214,2478403.717,7970374,41165,49404.437
"363","2020-12-28",339230970,1922885,2405945.57,8010279,39905,48644.859
"364","2020-12-29",341363105,2132135,2382398.425,8057687,47408,48791.717
"365","2020-12-30",343902505,2539400,2377282.282,8116010,58323,49304.006
"366","2020-12-31",347010169,3107664,2413882.851,8177535,61525,49953.004
"367","2021-01-01",350154795,3144626,2464744.994,8237028,59493,50831.725
"368","2021-01-02",352829139,2674344,2492752.575,8290144,53116,51562.147
"369","2021-01-03",355150216,2321077,2548875.859,8336557,46413,52311.86
"370","2021-01-04",357552579,2402363,2617372.713,8379999,43442,52817.151
"371","2021-01-05",360023218,2470639,2665730.428,8426633,46634,52706.575
"372","2021-01-06",362854426,2831208,2707417.285,8483833,57200,52546.143
"373","2021-01-07",366223942,3369516,2744824.721,8544624,60791,52441.29
"374","2021-01-08",369475379,3251437,2760083.425,8605632,61008,52657.719
"375","2021-01-09",372833248,3357869,2857729.864,8671768,66136,54517.717
"376","2021-01-10",376134426,3301178,2997744.289,8727514,55746,55851.003
"377","2021-01-11",378963011,2828585,3058633.144,8780237,52723,57176.861
"378","2021-01-12",381512389,2549378,3069881.581,8832817,52588,58013.864
"379","2021-01-13",384323234,2810845,3066972.572,8894734,61917,58701.292
"380","2021-01-14",387443791,3120557,3031406.995,8960024,65290,59344.003
"381","2021-01-15",390486379,3042588,3001571.435,9026939,66915,60187.861
"382","2021-01-16",393440505,2954126,2943893.855,9093167,66228,60201.009
"383","2021-01-17",396475346,3034841,2905845.712,9150773,57606,60466.719
"384","2021-01-18",399004521,2529175,2863072.86,9205928,55155,60814.151
"385","2021-01-19",401254540,2250019,2820307.279,9261635,55707,61259.717
"386","2021-01-20",403681886,2427346,2765521.721,9322719,61084,61140.712
"387","2021-01-21",406366602,2684716,2703258.714,9387478,64759,61064.861
"388","2021-01-22",409124993,2758391,2662659.144,9456671,69193,61390.294
"389","2021-01-23",411720167,2595174,2611380.287,9524497,67826,61618.576
"390","2021-01-24",414334076,2613909,2551247.145,9585462,60965,62098.429
"391","2021-01-25",416527851,2193775,2503332.859,9639630,54168,61957.431
"392","2021-01-26",418392859,1865008,2448331.29,9695059,55429,61917.721
"393","2021-01-27",420600076,2207217,2416884.285,9754429,59370,61672.864
"394","2021-01-28",423081749,2481673,2387878.138,9821337,66908,61979.865
"395","2021-01-29",425553276,2471527,2346897.57,9887350,66013,61525.574
"396","2021-01-30",427874523,2321247,2307765.144,9953880,66530,61340.434
"397","2021-01-31",430204345,2329822,2267181.291,10009754,55874,60613.151
"398","2021-02-01",432130096,1925751,2228892.143,10061214,51460,60226.285
"399","2021-02-02",433747884,1617788,2193574.999,10111117,49903,59436.859
"400","2021-02-03",435655163,1907279,2150726.714,10166693,55576,58894.858
"401","2021-02-04",437770944,2115781,2098456.43,10224535,58134,57641.429
"402","2021-02-05",439772232,2001288,2031279.431,10282460,57925,56486
"403","2021-02-06",441726766,1954534,1978891.869,10337454,54994,54838.006
"404","2021-02-07",443643259,1916493,1919844.86,10388869,51415,54201.002
"405","2021-02-08",445253708,1610449,1874801.723,10434100,45231,53311.146
"406","2021-02-09",446651939,1398231,1843436.431,10476999,42899,52310.575
"407","2021-02-10",448202782,1550843,1792517.004,10525540,48541,51305.576
"408","2021-02-11",449971935,1769153,1742998.719,10576588,51048,50293.29
"409","2021-02-12",451768013,1796078,1713683.011,10628199,51611,49391.291
"410","2021-02-13",453487671,1719658,1680129.29,10681300,53101,49120.856
"411","2021-02-14",455144207,1656536,1642992.572,10734516,53216,49378.153
"412","2021-02-15",456522476,1378269,1609824.002,10777122,42606,49003.149
