"","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed"
"796","2022-03-06",1893383318,7031634,6629038.856,25217386,28141,31271.008
"797","2022-03-07",1898484707,5101389,6604550.291,25238603,21217,30057.581
"798","2022-03-08",1904739158,6254451,6716987.145,25261944,23341,29485.859
"799","2022-03-09",1912788007,8048849,6848698.144,25290025,28081,28517.577
"800","2022-03-10",1920527132,7739125,6899418.007,25319229,29204,28041.862
"801","2022-03-11",1928402857,7875725,7002041.145,25349895,30666,27770.72
"802","2022-03-12",1936888133,8485276,7219492.707,25376812,26917,26795.297
"803","2022-03-13",1944488310,7600177,7300713.156,25401139,24327,26250.43
"804","2022-03-14",1950429341,5941031,7420662.006,25420018,18879,25916.433
"805","2022-03-15",1956769043,6339702,7432840.722,25438975,18957,25290.153
"806","2022-03-16",1966160167,9391124,7624594.282,25449498,20271,23161.863
"807","2022-03-17",1975078459,8918292,7793046.714,25475430,25932,23707.01
"808","2022-03-18",1983085946,8007487,7811869.857,25500989,25559,22977.435
"809","2022-03-19",1991305863,8219917,7773961.428,25524048,23059,22426.3
"810","2022-03-20",1998378498,7072635,7698598.282,25544476,20428,21869.294
"811","2022-03-21",2003658930,5280432,7604226.995,25561279,16803,21572.728
"812","2022-03-22",2010430251,6771321,7665886.855,25622971,61692,27677.725
"813","2022-03-23",2018381142,7950891,7460139.287,25643831,20860,27761.864
"814","2022-03-24",2025925545,7544403,7263869.43,25665159,21328,27104.156
"815","2022-03-25",2033407375,7481830,7188775.572,25686416,21257,26489.584
"816","2022-03-26",2040207092,6799717,6985889.852,25721195,34779,28163.866
"817","2022-03-27",2046924734,6717642,6935176.568,25737977,16782,27643.009
"818","2022-03-28",2052305316,5380582,6949483.711,25751016,13039,27105.29
"819","2022-03-29",2057872826,5567510,6777510.718,25765942,14926,20424.44
"820","2022-03-30",2064936363,7063537,6650745.848,25784437,18495,20086.576
"821","2022-03-31",2071368670,6432307,6491875.001,25803066,18629,19701.004
"822","2022-04-01",2077500602,6131932,6299032.432,25822573,19507,19451.005
"823","2022-04-02",2082769490,5268888,6080342.575,25838805,16232,16801.431
"824","2022-04-03",2088518910,5749420,5942025.147,25852950,14145,16424.721
"825","2022-04-04",2092110475,3591565,5686451.288,25863658,10708,16091.723
"826","2022-04-05",2095977800,3867325,5443567.712,25876449,12791,15786.722
"827","2022-04-06",2101455831,5478031,5217066.861,25890971,14522,15219.146
"828","2022-04-07",2107242153,5786322,5124783.288,25906311,15340,14749.285
"829","2022-04-08",2112009518,4767557,4929866.709,25922617,16306,14292.01
"830","2022-04-09",2116218486,4208968,4778455.424,25937197,14580,14056.009
"831","2022-04-10",2121077169,4858683,4651207.276,25950696,13499,13963.719
"832","2022-04-11",2124309059,3231890,4599825.137,25960767,10071,13872.716
"833","2022-04-12",2127351310,3042251,4481957.429,25971494,10727,13577.865
"834","2022-04-13",2131871342,4520032,4345100.425,25984272,12778,13328.723
"835","2022-04-14",2135612545,3741203,4052940.573,25998337,14065,13146.579
"836","2022-04-15",2139808415,4195870,3971271.008,26011447,13110,12690.01
"837","2022-04-16",2142875582,3067167,3808156.575,26023298,11851,12300.152
"838","2022-04-17",2146561760,3686178,3640655.856,26033701,10403,11857.864
"839","2022-04-18",2148991258,2429498,3526028.424,26042156,8455,11627.007
"840","2022-04-19",2150723982,1732724,3338953.143,26049790,7634,11185.144
"841","2022-04-20",2153503766,2779784,3090346.284,26060762,10972,10927.148
"842","2022-04-21",2157602911,4099145,3141480.861,26073312,12550,10710.717
"843","2022-04-22",2161079230,3476319,3038687.856,26085768,12456,10617.292
"844","2022-04-23",2164036894,2957664,3023044.572,26097079,11311,10540.142
"845","2022-04-24",2167621507,3584613,3008535.289,26106659,9580,10422.577
"846","2022-04-25",2169490614,1869107,2928479.432,26113754,7095,10228.292
"847","2022-04-26",2171627797,2137183,2986259.283,26127734,13980,11134.861
"848","2022-04-27",2174407835,2780038,2986295.575,26136812,9078,10864.293
"849","2022-04-28",2177416245,3008410,2830476.29,26147827,11015,10645.008
"850","2022-04-29",2180072322,2656077,2713298.866,26158917,11090,10449.856
"851","2022-04-30",2182371060,2298738,2619166.574,26167534,8617,10065.008
"852","2022-05-01",2185475089,3104029,2550511.718,26176941,9407,10040.292
"853","2022-05-02",2186979954,1504865,2498477.136,26183642,6701,9984.004
